channel,url,status,redirect_location,noindex,canonical,canonical_ok,problems
RETAIL,https://www.poshaktaranom.ir/products/vests-skirts00001,200,,,https://www.poshaktaranom.ir/products/vests-skirts00001,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00008,200,,,https://www.poshaktaranom.ir/products/blouses00008,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00007,200,,,https://www.poshaktaranom.ir/products/blouses00007,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00006,200,,,https://www.poshaktaranom.ir/products/blouses00006,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00005,200,,,https://www.poshaktaranom.ir/products/blouses00005,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00004,200,,,https://www.poshaktaranom.ir/products/blouses00004,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00003,200,,,https://www.poshaktaranom.ir/products/blouses00003,yes,
RETAIL,https://www.poshaktaranom.ir/products/kaftans00001,200,,,https://www.poshaktaranom.ir/products/kaftans00001,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00002,200,,,https://www.poshaktaranom.ir/products/blouses00002,yes,
RETAIL,https://www.poshaktaranom.ir/products/blouses00001,200,,,https://www.poshaktaranom.ir/products/blouses00001,yes,
RETAIL,https://www.poshaktaranom.ir/blog/trendy-womens-shirt-1405,200,,,https://www.poshaktaranom.ir/blog/trendy-womens-shirt-1405,yes,
RETAIL,https://www.poshaktaranom.ir/blog/summer-manto-trends-1405,200,,,https://www.poshaktaranom.ir/blog/summer-manto-trends-1405,yes,
